student_name,age,college_name,place,degree,qualification,skills_offered,skills_wanted,experience_level,learning_goal,preferred_learning_style,availability_days,availability_times,weekly_commitment_hours,swap_history_count,average_rating,response_rate,reliability_score,domain_interest,tech_stack_familiarity,project_interest_area
Myra Chatterjee,28,Jadavpur University,Patna,MA,Postgraduate,"[""Docker"", ""Python"", ""Excel""]","[""Git"", ""Figma"", ""Excel"", ""Canva""]",Beginner,Learn new language,Mixed,Both,Night,18,18,3.4,0.95,0.17,Design,"[""MongoDB"", ""AWS""]",Hackathons
Eva Roy,24,Christ University,Bhopal,M.Tech,Graduate,"[""Excel"", ""Java"", ""Canva""]","[""Figma"", ""Python""]",Expert,Freelancing,Async exchange,Weekdays,Night,7,12,3.2,0.83,0.08,Content Writing,"[""MongoDB"", ""Java""]",Startups
Muhammad Mukherjee,25,IIT Bombay,Mumbai,MA,12th Pass,"[""CSS"", ""JavaScript"", ""Figma"", ""Python"", ""Kubernetes""]","[""Project Management"", ""SQL""]",Intermediate,Learn new language,1:1,Weekends,Afternoon,2,29,4.7,0.6,0.31,Content Writing,"[""AWS"", ""Django"", ""Flask""]",Freelancing
Anaya Mukherjee,21,BITS Pilani,Pune,BBA,12th Pass,"[""Excel"", ""Content Writing"", ""Project Management""]","[""Content Writing"", ""Excel"", ""Illustrator"", ""Figma""]",Intermediate,Hackathon prep,Group sessions,Both,Evening,3,9,4.1,0.79,0.33,Finance,"[""Azure"", ""SQL""]",Academic
Myra Gupta,27,Lovely Professional University,Bhopal,M.Sc,Graduate,"[""Canva"", ""Public Speaking"", ""NoSQL"", ""CSS""]","[""C++"", ""Project Management"", ""React"", ""NoSQL""]",Intermediate,Prepare for job,Mixed,Both,Evening,19,9,3.3,0.52,0.0,Data Science,"[""PowerBI"", ""MongoDB"", ""Java"", ""Python""]",Startups
Aaradhya Gupta,27,Amity University,Indore,BBA,Postgraduate,"[""JavaScript"", ""Content Writing"", ""Deep Learning"", ""Photography""]","[""SEO"", ""Machine Learning""]",Expert,Hackathon prep,Group sessions,Weekends,Night,14,2,4.1,0.61,0.0,Data Science,"[""PowerBI"", ""Django"", ""JavaScript"", ""Azure""]",Open Source
Arjun Patel,20,VIT Vellore,Kolkata,B.Com,Postgraduate,"[""Video Editing"", ""Content Writing"", ""Graphic Design"", ""Canva""]","[""Figma"", ""SEO"", ""Content Writing"", ""Kubernetes""]",Intermediate,Crack internship,Async exchange,Weekdays,Night,2,18,3.9,0.6,0.17,Content Writing,"[""Flask"", ""Azure""]",Hackathons
Eva Roy,20,Banaras Hindu University,Kolkata,B.Sc,12th Pass,"[""SQL"", ""Docker"", ""C++""]","[""JavaScript"", ""Photoshop""]",Expert,Learn new language,Async exchange,Weekdays,Night,19,2,3.1,0.59,0.0,Design,"[""Python"", ""SQL"", ""React""]",Open Source
Vihaan Das,27,Jadavpur University,Mumbai,MA,Graduate,"[""Public Speaking"", ""SEO""]","[""Python"", ""NoSQL"", ""Figma""]",Intermediate,Academic research,1:1,Weekdays,Evening,16,30,3.5,0.98,0.1,Data Science,"[""Tableau"", ""PowerBI"", ""Flask""]",Startups
Myra Khan,18,IIT Delhi,Hyderabad,MBA,Graduate,"[""HTML"", ""NoSQL""]","[""PowerPoint"", ""Excel""]",Beginner,Freelancing,Group sessions,Weekdays,Afternoon,5,11,4.6,0.68,0.0,Entrepreneurship,"[""Node.js""]",Academic
Sara Das,22,Osmania University,Jaipur,M.Sc,Graduate,"[""HTML"", ""Photography"", ""Data Analysis""]","[""C++"", ""Photoshop"", ""Figma"", ""Deep Learning""]",Intermediate,Crack internship,Group sessions,Weekends,Morning,2,14,4.0,0.58,0.57,Content Writing,"[""Node.js"", ""JavaScript""]",Open Source
Aryan Chatterjee,18,IIT Bombay,Chandigarh,BA,Postgraduate,"[""SQL"", ""Python"", ""Graphic Design"", ""JavaScript"", ""Excel""]","[""React"", ""HTML"", ""Graphic Design"", ""Project Management""]",Beginner,Hackathon prep,1:1,Weekdays,Morning,7,27,3.4,0.74,0.37,Design,"[""Canva"", ""React"", ""MongoDB"", ""PowerBI""]",Hackathons
Arnav Kapoor,21,Mumbai University,Patna,M.Sc,12th Pass,"[""Excel"", ""HTML""]","[""Photography"", ""Git""]",Expert,Freelancing,1:1,Both,Afternoon,10,26,3.1,0.6,0.65,Software,"[""React""]",Hackathons
Ira Mukherjee,18,IIT Madras,Pune,MBA,Graduate,"[""HTML"", ""Machine Learning""]","[""Digital Marketing"", ""Java"", ""NoSQL""]",Intermediate,Learn new language,Group sessions,Weekdays,Night,9,28,3.9,0.67,0.21,Software,"[""Node.js"", ""PyTorch"", ""Azure"", ""JavaScript""]",Open Source
Muhammad Nair,27,Pune University,Patna,BA,Graduate,"[""Digital Marketing"", ""HTML"", ""Angular""]","[""Kubernetes"", ""Photoshop""]",Beginner,Contribute to open-source,Mixed,Weekdays,Afternoon,3,17,4.9,0.97,0.65,Business,"[""Flask"", ""Django"", ""AWS"", ""JavaScript""]",Hackathons
Arnav Verma,28,Amity University,Patna,B.Sc,12th Pass,"[""Machine Learning"", ""Photography"", ""JavaScript"", ""Docker""]","[""Git"", ""Angular"", ""Canva"", ""Kubernetes""]",Expert,Prepare for job,Group sessions,Weekends,Afternoon,12,16,3.0,0.77,0.69,Cybersecurity,"[""Flask"", ""GCP"", ""Django"", ""MongoDB""]",Competitions
Siya Roy,21,Jamia Millia Islamia,Patna,MBA,Postgraduate,"[""Machine Learning"", ""PowerPoint"", ""Kubernetes"", ""NoSQL"", ""SEO""]","[""JavaScript"", ""Kubernetes""]",Intermediate,Hackathon prep,Mixed,Weekends,Afternoon,4,28,3.8,0.57,0.43,Marketing,"[""Azure"", ""AWS"", ""Flask"", ""Python""]",Open Source
Reyansh Mukherjee,23,Pune University,Ahmedabad,M.Tech,Graduate,"[""React"", ""Figma""]","[""React"", ""Illustrator"", ""PowerPoint""]",Beginner,Contribute to open-source,Group sessions,Both,Night,3,24,3.6,0.72,0.83,Content Writing,"[""PowerBI"", ""MongoDB"", ""JavaScript"", ""Django""]",Competitions
Sara Patel,22,Jamia Millia Islamia,Chandigarh,B.Tech,12th Pass,"[""Project Management"", ""JavaScript"", ""Illustrator""]","[""Machine Learning"", ""Digital Marketing"", ""Public Speaking"", ""Kubernetes""]",Expert,Contribute to open-source,Mixed,Weekdays,Evening,17,18,3.8,0.6,0.61,Business,"[""Django"", ""TensorFlow"", ""Python"", ""React""]",Open Source
Sai Khan,25,NIT Trichy,Bengaluru,BBA,Graduate,"[""Canva"", ""SEO""]","[""CSS"", ""React"", ""Java"", ""Graphic Design""]",Intermediate,Academic research,Async exchange,Weekdays,Night,13,5,4.8,0.89,0.8,Finance,"[""GCP"", ""TensorFlow"", ""PowerBI""]",Open Source
Aditya Reddy,27,Anna University,Bhopal,MBA,Postgraduate,"[""Graphic Design"", ""Angular"", ""Figma""]","[""Kubernetes"", ""Project Management"", ""Digital Marketing"", ""Data Analysis""]",Beginner,Learn new language,Async exchange,Weekdays,Night,9,6,4.7,0.92,0.83,Design,"[""AWS"", ""JavaScript"", ""TensorFlow"", ""Flask""]",Hackathons
Aarav Khan,22,Manipal Institute of Technology,Jaipur,M.Tech,12th Pass,"[""Kubernetes"", ""Data Analysis"", ""Java"", ""Git""]","[""Video Editing"", ""Git"", ""Machine Learning"", ""NoSQL""]",Intermediate,Learn new language,Mixed,Weekdays,Evening,3,30,4.0,0.93,0.83,Cybersecurity,"[""TensorFlow"", ""Azure"", ""Node.js"", ""Java""]",Freelancing
Anika Joshi,27,SRM University,Patna,BA,12th Pass,"[""Machine Learning"", ""Video Editing""]","[""Project Management"", ""Kubernetes"", ""Illustrator"", ""Video Editing""]",Intermediate,Hackathon prep,Mixed,Weekends,Night,7,22,4.7,0.77,0.41,Entrepreneurship,"[""MongoDB"", ""Java"", ""AWS"", ""Canva""]",Freelancing
Vihaan Roy,19,Osmania University,Lucknow,M.Tech,12th Pass,"[""Excel"", ""PowerPoint"", ""Angular"", ""Java"", ""Illustrator""]","[""Docker"", ""NoSQL"", ""Project Management""]",Expert,Contribute to open-source,Group sessions,Both,Afternoon,4,3,3.5,0.61,1.0,Cybersecurity,"[""Python"", ""PowerBI"", ""PyTorch""]",Open Source
Arnav Ghosh,25,Osmania University,Bhopal,B.Tech,12th Pass,"[""Video Editing"", ""Data Analysis"", ""Digital Marketing""]","[""CSS"", ""Excel""]",Intermediate,Academic research,1:1,Weekdays,Morning,16,13,3.6,0.78,0.08,Business,"[""Django""]",Competitions
Arjun Singh,25,Pune University,Indore,B.Com,Graduate,"[""Docker"", ""HTML"", ""Kubernetes"", ""Photography""]","[""Figma"", ""Deep Learning""]",Intermediate,Hackathon prep,Group sessions,Weekends,Afternoon,16,2,3.2,0.82,1.0,Entrepreneurship,"[""Canva"", ""PyTorch"", ""JavaScript"", ""Python""]",Hackathons
Anaya Jain,22,IIT Madras,Mumbai,B.Tech,Graduate,"[""Excel"", ""Kubernetes"", ""SEO"", ""Machine Learning""]","[""Digital Marketing"", ""Docker"", ""Illustrator"", ""Photoshop""]",Beginner,Crack internship,1:1,Weekdays,Morning,6,27,3.0,0.7,0.22,Design,"[""JavaScript"", ""Flask"", ""Java""]",Competitions
Aaradhya Iyer,19,Pune University,Ahmedabad,B.Sc,Postgraduate,"[""Photoshop"", ""Content Writing""]","[""PowerPoint"", ""Figma""]",Intermediate,Academic research,Async exchange,Weekends,Evening,17,8,4.3,0.79,0.25,Business,"[""Azure"", ""Flask"", ""Node.js"", ""React""]",Competitions
Vihaan Malhotra,23,Jamia Millia Islamia,Patna,BA,Graduate,"[""PowerPoint"", ""Data Analysis""]","[""CSS"", ""Content Writing""]",Beginner,Crack internship,1:1,Both,Evening,11,1,3.1,0.8,1.0,Design,"[""Django"", ""Azure""]",Hackathons
Aarav Khan,18,IIT Madras,Ahmedabad,M.Tech,12th Pass,"[""React"", ""SEO"", ""C++"", ""Machine Learning""]","[""SEO"", ""Photography""]",Intermediate,Crack internship,1:1,Both,Evening,20,0,4.5,0.53,,Software,"[""Java""]",Academic
Ira Ghosh,24,Manipal Institute of Technology,Kochi,B.Tech,Postgraduate,"[""Excel"", ""CSS"", ""SEO"", ""Deep Learning""]","[""Java"", ""Figma"", ""Video Editing""]",Intermediate,Build portfolio,Group sessions,Weekends,Evening,14,26,3.5,0.76,0.5,AI/ML,"[""PyTorch"", ""Django"", ""Canva""]",Academic
Myra Roy,28,IIT Bombay,Bengaluru,MA,Postgraduate,"[""JavaScript"", ""Canva"", ""SEO"", ""Content Writing"", ""NoSQL""]","[""Machine Learning"", ""Java""]",Beginner,Hackathon prep,Mixed,Weekends,Afternoon,15,6,4.3,0.94,0.17,Finance,"[""MongoDB""]",Open Source
Eva Chatterjee,23,IIT Bombay,Kochi,B.Tech,Graduate,"[""Photography"", ""Docker"", ""Java"", ""Python""]","[""Docker"", ""Figma""]",Beginner,Crack internship,1:1,Weekends,Night,15,5,3.3,0.66,0.6,Cybersecurity,"[""MongoDB"", ""Java"", ""Canva"", ""Python""]",Academic
Sara Saha,18,Christ University,Jaipur,BBA,Postgraduate,"[""Photography"", ""Data Analysis"", ""Canva"", ""Python"", ""Java""]","[""HTML"", ""SQL""]",Intermediate,Crack internship,Group sessions,Weekdays,Morning,17,8,4.2,0.78,1.0,Data Science,"[""MongoDB"", ""JavaScript""]",Freelancing
Aadhya Das,19,Jamia Millia Islamia,Hyderabad,B.Com,12th Pass,"[""Photoshop"", ""Kubernetes"", ""Video Editing"", ""Digital Marketing""]","[""PowerPoint"", ""Illustrator"", ""Git""]",Beginner,Build portfolio,Group sessions,Weekends,Night,7,16,3.2,0.67,0.81,Marketing,"[""JavaScript"", ""React""]",Open Source
Aaradhya Sharma,19,Amity University,Patna,M.Tech,Graduate,"[""NoSQL"", ""JavaScript"", ""Git"", ""SQL"", ""Illustrator""]","[""Video Editing"", ""Python"", ""NoSQL""]",Beginner,Prepare for job,Mixed,Weekends,Morning,8,25,3.3,0.9,1.0,Finance,"[""Node.js"", ""TensorFlow"", ""Flask"", ""Django""]",Open Source
Aarav Reddy,19,Osmania University,Patna,MA,12th Pass,"[""CSS"", ""HTML"", ""Angular""]","[""Machine Learning"", ""Photography""]",Intermediate,Academic research,1:1,Weekends,Afternoon,16,2,4.4,0.84,1.0,Entrepreneurship,"[""Java"", ""Tableau""]",Startups
Avni Mishra,25,Manipal Institute of Technology,Chandigarh,MA,Graduate,"[""PowerPoint"", ""SQL"", ""Project Management""]","[""Photography"", ""Illustrator"", ""C++""]",Intermediate,Prepare for job,Async exchange,Weekdays,Evening,5,5,4.4,0.87,0.4,Business,"[""Azure"", ""Python"", ""AWS""]",Hackathons
Sai Mukherjee,18,Manipal Institute of Technology,Chennai,B.Tech,12th Pass,"[""Photography"", ""Java"", ""Public Speaking"", ""NoSQL"", ""Deep Learning""]","[""Illustrator"", ""Video Editing"", ""Project Management""]",Intermediate,Build portfolio,Mixed,Both,Morning,8,19,4.8,0.66,0.89,AI/ML,"[""Azure"", ""Flask"", ""Node.js""]",Hackathons
Sara Singh,21,Banaras Hindu University,Kolkata,MA,12th Pass,"[""Project Management"", ""Canva"", ""Video Editing"", ""Figma""]","[""Video Editing"", ""C++""]",Intermediate,Prepare for job,1:1,Weekends,Night,8,10,3.8,0.95,0.2,Data Science,"[""TensorFlow"", ""SQL""]",Competitions
Sara Patel,18,Calcutta University,Pune,B.Com,12th Pass,"[""PowerPoint"", ""Digital Marketing"", ""Git""]","[""Angular"", ""Illustrator""]",Intermediate,Academic research,Group sessions,Weekdays,Evening,7,11,4.1,0.87,0.18,Design,"[""Java"", ""JavaScript"", ""PyTorch""]",Open Source
Aaradhya Malhotra,26,IIT Delhi,Patna,BA,12th Pass,"[""Kubernetes"", ""C++"", ""JavaScript"", ""Deep Learning""]","[""Data Analysis"", ""HTML"", ""Digital Marketing"", ""Python""]",Expert,Prepare for job,Mixed,Weekends,Night,5,15,4.9,0.66,0.67,Finance,"[""Azure"", ""TensorFlow""]",Competitions
Ira Sharma,20,Amity University,Mumbai,M.Tech,12th Pass,"[""Project Management"", ""Canva"", ""JavaScript""]","[""Content Writing"", ""Project Management"", ""Video Editing""]",Beginner,Contribute to open-source,1:1,Weekends,Night,19,18,4.2,0.71,0.22,Entrepreneurship,"[""Azure"", ""PowerBI"", ""PyTorch""]",Open Source
Vihaan Joshi,20,Amity University,Ahmedabad,BA,12th Pass,"[""Content Writing"", ""JavaScript""]","[""HTML"", ""Content Writing"", ""Machine Learning""]",Beginner,Learn new language,Async exchange,Weekends,Evening,16,6,3.7,0.86,0.5,Data Science,"[""GCP"", ""SQL"", ""Django""]",Startups
Vivaan Gupta,21,Lovely Professional University,Mumbai,MA,Graduate,"[""Public Speaking"", ""Photography"", ""C++"", ""Figma"", ""Illustrator""]","[""Git"", ""SQL""]",Intermediate,Freelancing,Async exchange,Both,Night,12,10,4.8,0.59,0.4,Data Science,"[""JavaScript"", ""SQL"", ""Flask"", ""MongoDB""]",Open Source
Ira Chatterjee,23,Lovely Professional University,Delhi,B.Com,Postgraduate,"[""Canva"", ""React"", ""CSS"", ""Docker""]","[""JavaScript"", ""C++"", ""Photoshop"", ""Figma""]",Beginner,Learn new language,Mixed,Both,Night,5,29,3.4,0.61,0.55,Entrepreneurship,"[""Node.js"", ""Python"", ""React"", ""JavaScript""]",Open Source
Avni Das,25,Christ University,Bhopal,MBA,Graduate,"[""Digital Marketing"", ""Machine Learning""]","[""SQL"", ""Public Speaking"", ""HTML""]",Expert,Academic research,Group sessions,Weekdays,Morning,6,24,3.0,0.83,0.67,Cybersecurity,"[""TensorFlow""]",Startups
Muhammad Sharma,23,IIT Bombay,Bengaluru,B.Tech,12th Pass,"[""Photography"", ""Kubernetes""]","[""NoSQL"", ""Deep Learning"", ""Python"", ""Data Analysis""]",Expert,Build portfolio,Async exchange,Both,Night,12,27,5.0,0.95,0.74,Design,"[""SQL""]",Startups
Aditya Patel,22,Delhi University,Chandigarh,B.Com,Postgraduate,"[""SEO"", ""Git""]","[""Content Writing"", ""PowerPoint""]",Intermediate,Build portfolio,Group sessions,Both,Night,10,21,3.3,0.68,0.0,Data Science,"[""Azure"", ""React"", ""MongoDB""]",Competitions
Aadhya Kapoor,20,Banaras Hindu University,Jaipur,MBA,Graduate,"[""Git"", ""PowerPoint""]","[""Machine Learning"", ""JavaScript""]",Beginner,Contribute to open-source,Mixed,Both,Afternoon,17,18,4.1,0.69,0.89,Cybersecurity,"[""Django""]",Competitions
Anika Gupta,18,Amity University,Ahmedabad,MBA,Postgraduate,"[""Excel"", ""Git"", ""NoSQL"", ""Machine Learning"", ""SQL""]","[""Angular"", ""Photography""]",Intermediate,Learn new language,1:1,Weekdays,Morning,12,18,3.6,0.86,0.89,Design,"[""Tableau"", ""Azure"", ""PyTorch"", ""Node.js""]",Startups
Arnav Mishra,19,NIT Trichy,Pune,MA,Postgraduate,"[""Public Speaking"", ""Photography"", ""Photoshop""]","[""Machine Learning"", ""NoSQL""]",Expert,Build portfolio,Mixed,Weekdays,Night,18,5,3.8,0.71,0.2,Content Writing,"[""Tableau""]",Startups
Reyansh Ghosh,25,Lovely Professional University,Mumbai,M.Tech,Postgraduate,"[""JavaScript"", ""Python"", ""Video Editing"", ""Project Management"", ""Digital Marketing""]","[""Graphic Design"", ""CSS"", ""NoSQL""]",Expert,Prepare for job,Mixed,Weekends,Night,15,18,4.3,0.67,0.5,Software,"[""React"", ""Tableau"", ""AWS""]",Hackathons
Avni Mukherjee,19,Christ University,Bhopal,MBA,12th Pass,"[""Data Analysis"", ""JavaScript"", ""Machine Learning""]","[""Data Analysis"", ""Deep Learning"", ""Photoshop"", ""Illustrator""]",Beginner,Prepare for job,1:1,Weekends,Night,3,11,3.3,0.69,0.91,Data Science,"[""SQL"", ""Azure""]",Hackathons
Ira Ghosh,20,IIT Madras,Mumbai,BA,Postgraduate,"[""Docker"", ""React"", ""Python""]","[""Docker"", ""React"", ""Python"", ""Excel""]",Beginner,Freelancing,Async exchange,Both,Morning,20,2,4.3,0.65,0.5,Cybersecurity,"[""Tableau"", ""TensorFlow""]",Competitions
Sai Mishra,24,Anna University,Delhi,BA,Graduate,"[""SQL"", ""Canva"", ""Photoshop"", ""Content Writing""]","[""Java"", ""Public Speaking"", ""Git""]",Beginner,Learn new language,1:1,Both,Morning,18,14,4.0,0.61,0.86,Content Writing,"[""Django""]",Academic
Aadhya Gupta,27,IIT Madras,Lucknow,MA,Postgraduate,"[""Content Writing"", ""HTML"", ""PowerPoint"", ""SEO""]","[""Video Editing"", ""Photoshop""]",Expert,Freelancing,Group sessions,Weekends,Night,10,3,3.5,0.52,1.0,Finance,"[""Django""]",Startups
Muhammad Roy,28,IIT Madras,Ahmedabad,BBA,12th Pass,"[""Photography"", ""Deep Learning"", ""Angular""]","[""Kubernetes"", ""Project Management"", ""Excel""]",Beginner,Learn new language,1:1,Weekends,Afternoon,4,24,3.2,0.61,1.0,Marketing,"[""PowerBI"", ""GCP"", ""Java""]",Startups
Anika Mukherjee,24,SRM University,Pune,BA,Postgraduate,"[""SQL"", ""NoSQL"", ""PowerPoint"", ""Excel"", ""Project Management""]","[""Angular"", ""NoSQL""]",Beginner,Build portfolio,1:1,Weekends,Morning,17,14,4.3,0.78,0.71,Entrepreneurship,"[""Java"", ""PowerBI"", ""Node.js""]",Competitions
Aditya Singh,25,Jadavpur University,Bhopal,MBA,12th Pass,"[""NoSQL"", ""Data Analysis""]","[""Kubernetes"", ""Angular"", ""Data Analysis"", ""Digital Marketing""]",Expert,Freelancing,Async exchange,Both,Morning,11,23,3.9,0.94,0.65,Data Science,"[""AWS"", ""Flask""]",Hackathons
Aditya Nair,18,SRM University,Kolkata,BBA,Graduate,"[""Canva"", ""HTML"", ""Photography"", ""Photoshop"", ""Data Analysis""]","[""SQL"", ""Digital Marketing"", ""PowerPoint""]",Intermediate,Build portfolio,Mixed,Weekdays,Evening,8,11,3.1,0.96,0.45,Marketing,"[""PyTorch""]",Freelancing
Myra Verma,25,Amity University,Patna,MBA,12th Pass,"[""SQL"", ""Canva"", ""Machine Learning""]","[""Project Management"", ""React"", ""Kubernetes"", ""JavaScript""]",Expert,Hackathon prep,Group sessions,Weekdays,Night,19,19,3.5,0.6,0.79,Data Science,"[""Python"", ""Node.js""]",Academic
Sara Khan,26,IIT Delhi,Indore,B.Com,Graduate,"[""Project Management"", ""Java""]","[""Project Management"", ""Graphic Design"", ""Java"", ""Machine Learning""]",Intermediate,Prepare for job,1:1,Weekends,Morning,7,18,4.6,0.7,0.11,Marketing,"[""Node.js"", ""GCP"", ""Flask"", ""Python""]",Academic
Aarav Iyer,22,IIT Madras,Jaipur,MA,Graduate,"[""C++"", ""CSS"", ""Git""]","[""C++"", ""Data Analysis"", ""Video Editing""]",Beginner,Learn new language,Mixed,Both,Night,18,16,3.7,0.57,0.81,Marketing,"[""Canva"", ""Java""]",Startups
Anaya Mukherjee,22,Jamia Millia Islamia,Jaipur,MA,12th Pass,"[""Project Management"", ""Video Editing"", ""React"", ""Photoshop"", ""Digital Marketing""]","[""Kubernetes"", ""C++"", ""Project Management""]",Intermediate,Crack internship,Mixed,Weekends,Afternoon,5,25,4.6,0.89,0.0,Content Writing,"[""React"", ""PowerBI"", ""Canva""]",Freelancing
Ira Joshi,22,Anna University,Mumbai,M.Tech,Graduate,"[""Java"", ""Illustrator"", ""Git"", ""NoSQL""]","[""Java"", ""CSS"", ""JavaScript""]",Beginner,Crack internship,Mixed,Weekdays,Afternoon,13,0,4.9,0.55,,Business,"[""Azure"", ""Node.js""]",Hackathons
Aarav Nair,23,BITS Pilani,Pune,MA,Postgraduate,"[""Content Writing"", ""Kubernetes""]","[""Video Editing"", ""Illustrator""]",Beginner,Prepare for job,Group sessions,Weekdays,Afternoon,11,11,4.9,0.64,0.09,AI/ML,"[""MongoDB"", ""TensorFlow""]",Academic
Muhammad Nair,23,Delhi University,Ahmedabad,M.Sc,Graduate,"[""Content Writing"", ""NoSQL"", ""Deep Learning"", ""Docker"", ""React""]","[""Excel"", ""Kubernetes"", ""SQL"", ""Python""]",Beginner,Freelancing,Async exchange,Both,Morning,15,4,3.3,0.96,0.25,Cybersecurity,"[""JavaScript""]",Hackathons
Muhammad Patel,22,Banaras Hindu University,Mumbai,B.Tech,Graduate,"[""Excel"", ""Photoshop"", ""Git""]","[""Data Analysis"", ""Photography"", ""Excel"", ""SEO""]",Intermediate,Contribute to open-source,Async exchange,Weekends,Afternoon,18,30,3.9,0.58,0.17,Entrepreneurship,"[""TensorFlow""]",Startups
Sai Malhotra,25,SRM University,Jaipur,B.Com,Graduate,"[""NoSQL"", ""Data Analysis"", ""HTML""]","[""Photography"", ""Photoshop"", ""Digital Marketing"", ""Public Speaking""]",Expert,Contribute to open-source,1:1,Both,Evening,13,15,4.3,0.63,0.13,Cybersecurity,"[""Canva"", ""PyTorch""]",Academic
Arjun Reddy,27,Calcutta University,Kochi,BA,Graduate,"[""SEO"", ""PowerPoint"", ""JavaScript"", ""C++""]","[""Canva"", ""JavaScript""]",Intermediate,Prepare for job,Async exchange,Weekdays,Night,17,10,3.4,0.51,0.9,Entrepreneurship,"[""AWS""]",Competitions
Aryan Verma,26,Manipal Institute of Technology,Bengaluru,BBA,Postgraduate,"[""Angular"", ""Deep Learning"", ""Figma"", ""Excel""]","[""Java"", ""React"", ""Deep Learning"", ""Git""]",Beginner,Crack internship,Mixed,Weekends,Morning,17,13,3.8,0.85,0.62,Finance,"[""SQL"", ""Node.js"", ""JavaScript"", ""Canva""]",Academic
Sara Chatterjee,18,Calcutta University,Ahmedabad,BA,Graduate,"[""Illustrator"", ""HTML"", ""Graphic Design"", ""Photoshop"", ""SQL""]","[""Excel"", ""SQL"", ""HTML""]",Beginner,Build portfolio,Mixed,Both,Morning,2,25,4.3,0.99,0.6,Entrepreneurship,"[""Node.js""]",Hackathons
Aryan Mishra,27,SRM University,Pune,M.Sc,Postgraduate,"[""NoSQL"", ""Git"", ""Photography"", ""SEO"", ""C++""]","[""Excel"", ""Photoshop"", ""Angular"", ""Digital Marketing""]",Beginner,Academic research,Group sessions,Weekdays,Night,8,16,3.8,0.83,0.38,Design,"[""Node.js""]",Open Source
